STOP_NAME,STOP_ID,LATITUDE,LONGITUDE,SHARED_ROUTES,SHELTERED,SIDEWALK
Carver St at Patrick Henry Dr (WB),5403,36.040706,-78.897767,"9, 9A",1,1
E Main St at Hyde Park Ave (WB),5404,35.9854,-78.88207,"2, 2A, 2B",0,NA
Tom Wilkinson Rd at Northern High (Across),5407,36.0950656,-78.911676,"9B, NHS",0,NA
Clayton Rd at Chandler Rd,5409,35.995997,-78.830995,"3B, 23",0,NA
Hinson Dr at Waring St,5412,36.030322,-78.87764,"9, 9A, 9B",0,NA
Duke St at North Duke Crossing,5415,36.0491,-78.90568,"4, 9, 9A",0,NA
Glenbrook Dr at Dubonnet Pl (NB),5416,36.02645,-78.87767,"9, 9A, 9B",0,NA
Holloway St at Chandler Rd,5419,35.985884,-78.840216,"3B, 23",0,NA
E Main St at Corcoran St (WB),5420,35.9959029,-78.902109,BCC,0,1
Enterprise St at Roxboro St (EB),5423,35.98357,-78.903452,7,0,1
S Roxboro St at Bond St,5424,35.980161,-78.905344,"7, 8",0,NA
Pacific Ave at Ben Franklin Blvd,5428,36.046557,-78.898522,9B,0,NA
Hillsborough Rd at US 15-501 SB (Wendy's),5429,36.0215482,-78.951737,11,0,NA
Riddle Rd at Kirby St (SB),5430,35.955723,-78.893212,"12, 12B",0,NA
Main St at Morgan St (WB),5433,36.0016,-78.9117,"11, BCC",0,1
Milton Rd at Long Cresent Dr,5434,36.091973,-78.91416,9B,0,NA
NC 55 at Alston Ave (NCCU),5435,35.970693,-78.894832,"12, 12B",1,1
Meriwether Dr at Pickwick Trail (SB),5436,36.041878,-78.889984,"9, 9A, 9B",1,1
Duke St at Corporation St,5438,36.0023218,-78.90632,"1, 1A, 1B",0,NA
Gregson St at Lamond Ave,5439,36.00233,-78.90835,"1, 1A, 1B",0,NA
NC 54 at Waterford Valley Dr (WB),5441,35.903216,-78.909301,"14, 800, 805",0,NA
NC 54 at Revere Rd (WB),5443,35.903912,-78.911687,"14, 800, 805",1,1
Dowd St at Roxboro Rd (EB),5444,36.000292,-78.893429,"9, 9A, 9B",0,NA
Raynor St at The Village (WB),5445,35.994284,-78.869756,"2B, 3, 3B, 3C, 23",1,1
Guess Rd at Ellen St,5446,36.03985,-78.92963,"1, 1B",0,NA
Chapel hill Rd at Dean St (SB),5447,35.988573,-78.925313,"10, 10A, 10B",0,NA
Hillsborough Rd at Neal Rd (EB),5448,36.033183,-78.975641,"6B, 11",0,NA
Meriwether Dr at Oxford Ct,5450,36.038614,-78.890029,"9, 9A, 9B",0,NA
Olympic Ave at Roxboro Rd,5451,36.036787,-78.896935,"9, 9A",0,NA
Cornwallis Rd at Fayetteville Rd,5453,35.960255,-78.911443,7,0,1
Shannon Rd at MLK Jr Pkwy (Windsor Apts),5456,35.962793,-78.956407,10B,0,0
Erwin Rd at LaSalle St (EB),5460,36.007986,-78.945586,"6, 6B, 11, 20, 400, 405",0,NA
Fayetteville Rd at Obie Dr (SB),5463,35.926656,-78.92316,5,0,NA
Morehead Ave at Vickers Ave (EB),5464,35.991578,-78.912047,"10, 10A, 10B",0,0
Broad St at Markham Ave (NB),5465,36.01058,-78.91947,11,1,1
Roxboro Rd at Argonne Dr (NB),5466,36.064273,-78.904586,"9, 9B",0,NA
Front St at Croasdaile Office Park,5467,36.03348,-78.9378,1,0,NA
Hillsborough Rd at LaSalle St (Auto Zone),5468,36.0197,-78.94693,11,0,NA
Raynor St at Fidelity Dr (WB),5470,35.9955189,-78.867365,"2B, 3, 23",0,NA
Erwin Rd at Lenox Baker Children's Hospital,5471,36.0048335,-78.949356,"6, 6B, D H5",0,NA
Old Oxford Rd at Dearborn Dr,5472,36.037234,-78.886362,"9, 9A, 9B",0,NA
Club Blvd at Stephenson St,5475,36.0216,-78.8825,"9, 9A, 9B",0,NA
Ross Rd at Charlestowne Apts,5477,35.99243,-78.84488,"3B, 23",0,NA
E Club Blvd at Miriam Cir,5478,36.02647,-78.87145,"9, 9A, 9B",0,NA
Cornwallis Rd at Weaver St,5479,35.9626,-78.916008,7,0,1
Flowers Dr at Duke Gardens (NB),5480,36.0012344,-78.936286,"6, 6B, D H5",0,NA
Roxboro Rd at Davidson Ave (NB),5481,36.0187,-78.8899,4,0,NA
Roxboro Rd at Lynch St,5482,36.00713,-78.89235,4,0,NA
Duke University Rd at Underwood Ave (WB),5484,35.996844,-78.922128,"6, 6B",0,NA
Dearborn Dr at Wiley Ave,5489,36.02918,-78.87035,"9, 9A, 9B",0,NA
Chapel Hill Rd at Ward St,5490,35.983177,-78.930668,"10, 10A, 10B",0,NA
Dearborn Dr at Cannada Ave,5492,36.038667,-78.882361,"9, 9A, 9B",0,NA
Tower Blvd at Durham-Chapel Hill Blvd (NB),5493,35.970563,-78.957981,10B,0,NA
W Club Blvd at Clarendon St,5495,36.017198,-78.918167,"1, 1A, 1B",0,NA
Dearborn Dr at Maplewood Dr (north),5496,36.034596,-78.867901,"9, 9A, 9B",0,NA
Roxboro St at Erie St (CC Spaulding Elementary),5497,35.978624,-78.906447,"7, 8",0,1
Holloway St at Guthrie Ave (EB),5498,35.994147,-78.875505,"3, 3B, 3C",0,NA
Meriwether Dr at Pickwick Trail (NB),5499,36.041873,-78.889813,"9, 9A, 9B",1,0
Chapel Hill Rd at Chapel Ridge Apts,5501,35.984739,-78.929553,"10, 10A, 10B",0,NA
North Pointe Dr at Red Roof Inn (Inbound),5503,36.030279,-78.923608,1A,0,NA
Holloway St at Alston Ave (WB),5505,35.994556,-78.885356,"3, 3B, 3C",0,NA
Lawson St at DTCC Library (WB),5506,35.974428,-78.882757,8,0,1
Chapel Hill St at Gregson St (WB),5507,35.997049,-78.909564,"6, 6B, 400, 405",0,1
Chapel Hill Rd at Morehead Ave (SB),5508,35.991518,-78.922917,"10, 10A, 10B",0,NA
Old Farm Rd at Seven Oaks Rd,5509,36.067087,-78.904996,"9, 9B",0,1
Hillsborough Rd at US 15-501 SB (Krispy Kreme),5511,36.021637,-78.951409,11,0,NA
Alston Ave at Cecil St (NCCU),5512,35.972273,-78.894562,"12, 12B",0,NA
Roxboro Rd at Horton Rd,5513,36.050261,-78.903612,"4, 9, 9A, 9B",1,1
Glasson St at Morreene Rd,5515,36.005608,-78.954978,6,1,0
Duke St at Carver St,5516,36.04005,-78.90587,"4, 9, 9A",0,NA
Fayetteville Rd at Southpoint Crossing Dr (SB),5517,35.913491,-78.933378,"5, 805",0,1
Fayetteville St at Pekoe St,5518,35.97398,-78.90115,"5, 5K",0,NA
University Dr at Hill St (Forest Hills Shopping Center),5519,35.985437,-78.910176,7,1,0
Dearborn Dr at Disciples Church,5522,36.03849,-78.880851,"9, 9A, 9B",0,NA
Miami Blvd at Geer St,5523,36.00258,-78.877147,"2B, 23",0,0
Mangum St at Trinity Ave,5524,36.00548,-78.89418,4,0,NA
Hinson Dr at Davinci St,5525,36.03179,-78.878167,"9, 9A, 9B",0,NA
Hillsborough Rd at Erwin Square,5526,36.01043,-78.9257,11,0,NA
Green St at Clarendon St (EB),5527,36.011655,-78.918536,11,0,1
MLK Pkwy at Fayetteville Rd (EB),5528,35.939743,-78.908493,7,0,NA
Cornwallis Rd at Century Oaks Dr,5530,35.94103,-78.89807,"12, 12B",0,NA
Erwin Rd at LaSalle St (WB),5531,36.008207,-78.945747,"6, 6B, 11, 400, 405, D H5",1,1
S Alston Ave at Dupree St (NB),5532,35.976341,-78.892879,"12, 12B",0,NA
University Dr at Old Chapel Hill Rd,5533,35.96717,-78.94603,"10, 10A, 10B",0,NA
Buchanan Blvd at Markham Ave (SB),5537,36.0098014,-78.912391,11,0,1
Chapel Hill Rd at Pickett Rd,5540,35.97678,-78.93625,"10, 10A, 10B",0,NA
Guess Rd at Lombard Ave,5543,36.0361,-78.92928,"1, 1A, 1B",0,NA
Fayetteville St at Homeland Ave (SB),5544,35.96207,-78.9089,"5, 5K",0,1
Sima Ave at Bacon St,5547,35.97767,-78.88435,8,0,NA
Fayetteville St at Linwood Ave,5549,35.981217,-78.899269,"5, 5K",1,1
Hardee St at Delano St (Hardee Terrace),5550,35.9974965,-78.864402,3,0,0
NC 55 at Meridian Pkwy (Outbound),5552,35.9121981,-78.892648,"12, 12B",0,NA
Milton Rd at Eno Valley Elementary (NB),5553,36.08645,-78.912,9B,0,NA
Morreene Rd at Andrews Rd,5557,36.013029,-78.95629,"6, 6B",0,0
Willard St at Blackwell St (South Parking Deck),5559,35.9918619,-78.906599,"5, 5K, 10, 10A, 10B",0,NA
Leon St at N Buchanan Blvd (EB),5561,36.025475,-78.910534,"1, 1A",1,0
Duke St at Fairfield St,5563,36.04727,-78.90572,"4, 9, 9A",0,NA
Morreene Rd at Erwin Rd,5564,36.00382,-78.95275,"6, 6B, D LL",0,NA
Fayetteville St at Elmira Ave (Fayetteville Street Elementary),5565,35.964905,-78.906124,"5, 5K",0,1
Fayetteville Rd at Juliette Dr (SB),5567,35.931954,-78.916697,5,0,NA
Meriwether Dr at Old Oxford Rd,5568,36.03602,-78.89013,"9, 9A, 9B",0,NA
Hillsborough Rd at LaSalle St (Durham Festival Center),5569,36.0197523,-78.947568,11,1,1
Garrett Rd at Durham-Chapel Hill Blvd (NB),5570,35.958731,-78.974587,"10, 10A",1,1
Cornwallis Rd at Bainbridge Dr (SB),5572,35.9396366,-78.896774,"12, 12B",0,NA
Holloway St at Elizabeth St (EB),5573,35.994511,-78.890385,"3, 3B, 3C",0,NA
US 15-501 at Pawn America,5574,35.97392,-78.93305,"10, 10A",0,NA
Roxboro St at Charles St,5575,35.966886,-78.916428,7,0,NA
Fayetteville St at Simmons St,5578,35.982258,-78.899053,"5, 5K",0,NA
North Pointe Dr at North Pointe Shopping Center (WB),5579,36.028632,-78.920304,"1, 1A",1,1
Fayetteville St at Burlington Ave (SB),5580,35.968923,-78.902649,"5, 5K",0,1
E Club Blvd at Lindbergh St,5581,36.022849,-78.878892,"9, 9A, 9B",0,NA
Angier Ave at East End Ave,5582,35.97445,-78.86823,"2, 2A",0,NA
Hardee St at Fiske St,5584,35.998797,-78.864541,"2B, 3, 23",0,NA
Hillandale Rd at Croasdaile Crossing,5590,36.031655,-78.935952,"1, 1A",1,1
Roxboro St at Apt 2519,5591,35.96605,-78.91755,7,0,NA
Lednum St at Murray Ave,5593,36.0272093,-78.909612,"1, 1A",0,NA
Hillsborough Rd at Trent Dr (WB),5594,36.012039,-78.930439,11,0,NA
Duke St at Markham Ave,5595,36.009649,-78.905438,"1, 1A, 1B",0,NA
Foushee St at Avondale Dr (EB),5596,36.016151,-78.887701,"9, 9A, 9B",0,NA
Fayetteville Rd at Geneva Dr (SB),5598,35.920992,-78.928701,"5, 805",0,NA
Riddle Rd at Fayetteville Rd,5599,35.9498287,-78.902913,"12, 12B",0,NA
Carver St at Commons Blvd (WB),5600,36.041499,-78.894746,"9, 9A",1,1
Cornwallis Rd at Industry Ln,5601,35.94278,-78.89973,"12, 12B",0,NA
E Main St at Goley St (WB),5602,35.986111,-78.884607,"2, 2A, 2B",0,NA
Hardee St at Landon St (NB),5603,35.999635,-78.865018,3,1,0
Crest St at Zelko Ct,5604,36.01276,-78.941013,6,0,NA
Pacific Ave at Roxboro Rd,5606,36.046075,-78.901628,9B,0,NA
Erwin Rd at Trent Dr (EB),5607,36.007683,-78.933199,BCC,0,1
Hyde Park Ave at E Main St (Trosa Inc.),5608,35.984603,-78.881685,"2, 2A, 2B",0,NA
Chapel Hill St at Gregson St (EB),5612,35.996873,-78.911517,"6, 6B",0,1
University Dr at Old Chapel Hill Rd (WB),5613,35.9673517,-78.947182,"10, 10A, 10B",0,NA
Gary St at Liberty St (SB),5615,35.990937,-78.870593,"2B, 23",0,NA
Cornwallis Rd at Yorktown Ave (SB),5616,35.936476,-78.893543,"12, 12B",0,1
Holloway St at Joyland Ave,5618,35.98938,-78.855086,"3B, 3C, 23",0,NA
Front St at Hillandale Rd (Courtyard Marriott),5621,36.030296,-78.937173,1,1,1
Glenbrook Dr at Club Blvd (NB),5622,36.02425,-78.87708,"9, 9A, 9B",0,NA
Sparger Rd at Hillsborough Rd,5625,36.03212,-78.9816,"6B, 11",0,NA
New Castle Rd at FoxFire Apartments (SB),5626,36.05002,-78.9232,9A,0,NA
Holloway St at Spruce St,5627,35.994405,-78.880198,"3, 3B, 3C",0,NA
Hinson Dr at Glenbrook Dr (SB),5630,36.02845,-78.87915,"9, 9A, 9B",0,NA
Green St at Lancaster St (EB),5632,36.011461,-78.913544,11,0,1
Fayetteville Rd at Sutton Station,5633,35.919207,-78.93007,"5, 805",0,NA
Roxboro Rd at St Paul St,5634,36.01758,-78.89008,4,0,NA
Angier Ave at Clay St (EB),5635,35.982831,-78.880138,"2, 2A, 2B",0,NA
Main St at Gregson St (EB),5637,35.999831,-78.909079,BCC,0,1
Main St at Morgan St (EB),5639,36.000859,-78.910686,"11, BCC",0,1
Guess Rd at Lombard Ave,5642,36.03542,-78.929409,"1, 1B",0,NA
Club Blvd at Midland Terrace,5645,36.027057,-78.870507,"9, 9A, 9B",0,NA
Roxboro Rd at Davison Ave (SB),5646,36.018651,-78.890106,4,0,NA
Angier Ave at Bingham St (WB),5647,35.9794268,-78.872118,"2, 2A",0,NA
LaSalle St at Campus Walk Ave (Belmont Apts),5648,36.0100523,-78.948501,11,0,NA
Tower Blvd at Durham-Chapel Hill Blvd (McDonalds),5649,35.970438,-78.958133,10B,0,NA
Durham Chapel Hill Blvd at Fosters,5650,35.974231,-78.931046,"10, 10A",0,NA
Fayetteville Rd at Riddle Rd (NB),5653,35.94915,-78.90373,"5, 5K, 7, 12, 12B",0,NA
Horton Rd at Roxboro Rd,5654,36.051043,-78.904403,"4, 9, 9A",1,0
Chapel Hill St at Kent St (WB),5657,35.99675,-78.91785,"6, 6B",0,NA
Durham Chapel Hill Blvd at James St,5658,35.974825,-78.926443,"10, 10A",0,NA
Pickett Rd at Structure House Dr,5659,35.97465,-78.96238,10B,0,NA
Holloway St at N Driver St (EB),5661,35.994382,-78.878173,"3, 3B, 3C",0,NA
Roxboro Rd at Lavender Ave,5662,36.023384,-78.889811,4,0,NA
New Hope Commons,5663,35.954424,-78.996621,"10, 10A",1,0
Dearborn Dr at Thelma St (north),5664,36.03753,-78.87295,"9, 9A, 9B",0,NA
E Main St at Elm St (WB),5665,35.988531,-78.88932,"2, 2A, 2B",0,1
Holloway St at Elm St (WB),5671,35.994577,-78.887442,"3, 3B, 3C",0,NA
Fayetteville St at Timothy Ave (SB),5672,35.956916,-78.908791,"5, 5K, 7",0,NA
University Dr at Springfield Apts,5674,35.958283,-78.966036,"10, 10A",0,NA
Otis St at Alton St,5675,35.970754,-78.908293,7,0,NA
Broad St at Guess Rd,5677,36.023722,-78.918491,1A,0,NA
Morehead Ave at Cornell St,5678,35.99181,-78.919109,"10, 10A, 10B",0,1
Crutchfield St at Crabtree Ave,5679,36.03892,-78.90312,"4, 9, 9A",0,NA
Hillsborough Rd at Ample Storage,5682,36.033748,-78.970623,11,0,NA
W Club Blvd at Clarendon St,5684,36.017035,-78.918244,"1, 1A, 1B",0,NA
Fayetteville Rd at Cook Rd (NB),5686,35.928882,-78.9199,5,0,NA
S Roxboro St at Umstead St (NB),5689,35.982516,-78.903207,"7, 8",1,1
NC 54 at NC 55 (EB),5690,35.90229,-78.895006,"12, 12B, 800, 805, RTP OD",0,1
Bedford St at Balmoray Ct,5693,35.976893,-78.928676,"10, 10A",1,0
Hillandale Rd at Fawn Ave (Croasdaile Office Park),5695,36.033816,-78.935869,"1, 1A",0,NA
Roxboro St at Summit St,5700,35.971234,-78.915069,7,0,NA
Fayetteville St at Price Ave,5701,35.97997,-78.89975,"5, 5K",0,NA
Roxboro Rd at E Knox St,5702,36.0128198,-78.890896,4,0,NA
Guess Rd at Carver St,5703,36.03712,-78.92958,"1, 1B",0,NA
Guess Rd at Duke Homestead Rd (NB),5704,36.031931,-78.928742,"1, 1A, 1B",0,NA
Roxboro St at Masondale Ave,5706,35.975603,-78.908421,7,0,NA
Angier Ave at Hoover Rd (WB),5708,35.977963,-78.870444,"2, 2A",1,0
Roxboro Rd at Markham Ave,5709,36.01043,-78.89173,4,0,NA
Angier Ave at Carter Ave,5710,35.96833,-78.8606,"2, 2A",0,NA
N Alston Ave at Lee St (NB),5711,36.002009,-78.885772,"9, 9A, 9B",0,NA
Rummel St at Walton St,5713,35.98585,-78.84565,"3C, 23",0,NA
Morreene Rd at Sherwood Dr (NB),5714,36.007155,-78.954687,"6, 6B, D LL",0,NA
Hillsborough Rd at Hicks St,5716,36.01312,-78.93185,11,0,NA
Hillsborough Rd at Frazee Carpet,5717,36.0162,-78.93737,11,0,NA
LaSalle St at Campus Walk Dr (Holly Hill Apts),5718,36.010006,-78.94864,"11, D LL",1,0
Roxboro St at W Knox St,5719,36.012825,-78.891059,4,0,NA
Junction Rd at NC 98,5720,35.99053,-78.8579,"3B, 23",0,NA
Chapel Hill Rd at Vineyard St,5721,35.97795,-78.93567,"10, 10A, 10B",0,NA
Carver St at Danube Ln (Carver Creek Apts),5722,36.044844,-78.890487,9B,1,1
Page Rd at Angier Ave,5724,35.938013,-78.822425,"2, 2A",0,NA
Broad St at Sprunt Ave (NB),5727,36.02054,-78.918845,"1, 1A, 1B",0,NA
Fayetteville Rd at United Dr,5728,35.93697,-78.9079,5,0,NA
Chapel Hill Rd at Crosswind Ave (Lakewood YMCA),5730,35.984934,-78.929065,"10, 10A, 10B",0,NA
Hillsborough Rd at Carolina Ave,5732,36.010538,-78.925131,11,0,NA
Lawson St at Wabash St (WB),5733,35.973842,-78.888908,8,0,NA
Hillsborough Rd at Rutherford St,5734,36.01047,-78.92755,11,0,NA
Holloway St at S Woodcrest St,5735,35.988399,-78.850757,"3B, 3C, 23",1,0
Lawson St at Alston Ave (EB),5738,35.975412,-78.894269,8,1,1
Chandler Rd at Chance Dr,5740,35.99492,-78.83363,"3B, 23",0,NA
E Main St at Roxboro St (WB),5741,35.993961,-78.898635,"2, BCC",1,1
Mangum St at Parrish St,5742,35.995829,-78.900135,"9, 9A, 9B",1,1
Trent Dr at Duke Hospital South (EB),5743,36.00456,-78.935073,"6, 6B, 20, DRX, D H2, D H5",1,1
Holloway St at Brye St,5744,35.993267,-78.871888,"3, 3B, 3C",0,NA
Roxboro St at Normandy St,5746,35.973566,-78.912206,7,0,NA
E Weaver St at Pilot St,5749,35.967722,-78.910178,7,0,NA
Chapel Hill Rd at Lakewood Ave (Shopping Center),5754,35.98692,-78.927131,"10, 10A, 10B",1,1
Lakewood Ave at S Mangum St (EB),5756,35.9875919,-78.905069,"5, 5K",1,1
Dearborn Dr at Forrester St,5764,36.0377,-78.87483,"9, 9A, 9B",0,NA
Hillsborough Rd at Rosehill Ave,5765,36.010649,-78.927815,11,0,NA
NC 55 at Cherry Dr,5767,35.9604,-78.89348,"12, 12B",0,NA
NC 55 at Gaston Ave,5768,35.9625229,-78.894307,"12, 12B",0,NA
Lawson St at Wabash St (EB),5769,35.973878,-78.889521,8,0,NA
LaSalle St at Hillsborough Rd (Tire King),5770,36.0176826,-78.945628,"11, D LL",0,NA
Lawson St at Durham Tech Community College (WB),5773,35.974402,-78.880704,8,1,1
Durham Station,5774,35.995954,-78.906005,"1, 1A, 1B, 2, 2A, 2B, 3, 3B, 3C, 3T, 4, 5, 5K, 6, 6B, 7, 8, 9, 9A, 9B, 10, 10A, 10B, 11, 12, 12B, 15, 400, 405, 700, DRX, NHS, ODX",1,1
Duke University Rd at Swift Ave (EB),5775,35.997076,-78.924248,"6, 6B",0,NA
NC 54 at Paradigm Park,5776,35.901136,-78.891803,"12, 12B, 800, 805, RTP OD",0,NA
Hillsborough Rd at Lawndale Ave (WB),5778,36.014786,-78.933818,11,0,1
Capps St at Athens St (WB),5779,35.963386,-78.885637,8,0,0
E Main St at Driver St (EB),5780,35.9858023,-78.877705,"2B, 23",0,NA
W Enterprise St at Fargo St,5781,35.98373,-78.90752,7,0,NA
Woodcroft Pkwy at Autumn Woods Dr,5782,35.92379,-78.944203,"14, 805",0,NA
Buchanan Blvd at Gloria Ave (SB),5785,36.003663,-78.912544,11,0,1
LaSalle St at Hillsborough Rd (NB),5786,36.0179747,-78.94547,"11, D LL",0,NA
Roxboro Rd at Argonne Dr (SB),5787,36.062833,-78.90424,"9, 9B",0,NA
Rummel St at Wedgedale Ave,5790,35.98623,-78.84737,"3C, 23",0,NA
Lawson St at Rosewood St,5792,35.9750129,-78.891944,8,0,NA
Fayetteville Rd at Crooked Creek Pkwy,5793,35.912022,-78.933837,"5, 14, 0805",0,1
N Alston Ave at Lee St (SB),5794,36.002141,-78.88599,"9, 9A, 9B",0,NA
Hinson St at DeMille St,5795,36.02937,-78.8786,"9, 9A, 9B",0,NA
Mineral Springs Rd at Sapphire St,5797,35.98772,-78.81872,"3B, 23",0,NA
Durham-Chapel Hill Blvd at Garrett Rd,5798,35.961312,-78.977905,"10, 10A",0,0
Roxboro Rd at Fairfield Rd (North Duke Crossing),5800,36.047605,-78.903298,"4, 9, 9A, 9B",0,NA
Broad St at Markham Ave (SB),5801,36.010453,-78.919662,11,0,NA
Broad St at F St (NB),5802,36.01887,-78.91898,"1, 1A, 1B",0,1
Milton Rd at Fire Department,5803,36.088965,-78.913505,9B,0,NA
US 70 at Angier Ave,5804,35.941671,-78.824036,"2, 2A",0,NA
Fayetteville St at Red Oak Ave (SB),5805,35.96677,-78.904576,"5, 5K",0,1
Murray Ave at Broad St,5806,36.02912,-78.91203,"1, 1A",0,NA
Hillsborough Rd at Self Storage,5809,36.03357,-78.97142,"6B, 11",0,NA
Service Rd at Davidson Ave (SB),5811,36.01797,-78.88757,"9, 9A, 9B",0,1
Fayetteville St at Dunstan St,5816,35.978925,-78.900163,"5, 5K",0,1
Holloway St at Hoover Rd,5818,35.990265,-78.858925,"3B, 3C, 23",0,NA
E Main St at Dillard St (Oldham Towers),5819,35.9918921,-78.895096,"2, 2A, 2B, BCC",1,1
Cornwallis Rd at Century Oaks (SB),5820,35.94093,-78.89815,"12, 12B",0,NA
Holloway St at Briggs Ave,5821,35.99377,-78.87362,"3, 3B, 3C",0,NA
NC 55 at NC 54 (NB),5822,35.9029881,-78.895181,"12, 12B, RTP OD",1,1
University Dr at Academy Rd,5823,35.96737,-78.94497,"10, 10A, 10B",0,NA
Lawson St at Concord St (EB),5824,35.976343,-78.903071,"7, 8",1,1
Roxboro Rd at Ellerbee St (SB),5826,36.021653,-78.89006,4,0,NA
Angier Ave at Hoover Rd (EB),5827,35.978289,-78.870944,"2, 2A",0,0
Fayetteville St at Pilot St (SB),5829,35.963923,-78.90724,"5, 5K",1,1
Dearborn Dr at Apollo St,5832,36.03681,-78.869716,"9, 9A, 9B",0,NA
