STOP_NAME,STOP_ID,LATITUDE,LONGITUDE,SHARED_ROUTES,SHELTERED,SIDEWALK
S Alston Ave at Duke Health (SB),6276,35.887359,-78.885144,"12, 14, RTP OD",0,NA
S Alston Ave at Falls Pointe Apts (SB),6277,35.8842178,-78.885886,"12, 14, RTP OD",0,1
NC 55 at Sedwick Dr (NB),6278,35.89021,-78.89596,"12, 14, RTP OD",0,NA
NC 55 at Golden Corral (NB),6279,35.8971,-78.89687,"12, 14, RTP OD",0,NA
TW Alexander Dr at Stirrup Creek Dr,6281,35.921917,-78.841865,"15, RTP OD",1,1
NC 55 at Allendown Dr (NB),6283,35.89872,-78.89655,"12, 14, RTP OD",0,NA
Chapel Dr at Duke University Rd (Duke News),6286,35.9980674,-78.933441,"6, 6B, DRX, D C2, D C3, D C4, D CCX, D SWX",0,NA
S Alston Ave at Englert Dr,6287,35.8955,-78.88905,"12, 14, RTP OD",0,NA
E Geer St at Fay St,6288,36.004209,-78.875693,"2B, 23",0,NA
E Geer St at Midland Terrace (out),6289,36.01428,-78.86316,3,0,NA
E Geer St at Landon Farms (out),6290,36.01994,-78.84943,3,1,NA
E Geer St at Landon Farms Ln (WB),6293,36.02016,-78.84949,3,1,NA
E Geer St at Midland Terrace (WB),6294,36.01463,-78.86303,3,0,NA
Roxboro Rd at Liberty St,6297,35.994534,-78.89762,"3, 3B, 3C, 9, 9A, 9B",0,NA
Pettigrew St at Mangum St (WB),6299,35.994282,-78.901765,"2A, 2B, 3, 3B, 3C, 8, 9, 9A, 9B",0,NA
Pettigrew St at Roxboro St (EB),6300,35.992053,-78.898873,"2A, 2B",0,NA
E Geer St at Glenview Station,6304,36.02681,-78.84196,3,1,1
E Chapel Hill St at Main St,6305,35.996922,-78.904454,"2, 4",1,1
E Main St at Corcoran St (EB),6306,35.995616,-78.901917,"2, BCC",0,1
E Main St at Mangum St (EB),6307,35.994748,-78.900248,"2, BCC",0,1
E Chapel Hill St at Market St,6308,35.99694,-78.902543,4,1,NA
Dillard St at E Main St (Urban Ministries),6309,35.9928523,-78.895217,"3, 3B, 3C",1,1
US 70 at Laurel Dr,6310,35.95604,-78.84148,"2, 2A",0,NA
Angier Ave at Wood Chapel Ln (WB),6311,35.94205,-78.832415,"2, 2A",0,NA
Angier Ave at Miami Blvd,6312,35.945405,-78.837467,"2, 2A",0,NA
Angier Ave at Bungalow Ave,6313,35.94963,-78.84415,"2, 2A",0,NA
Angier Ave at Midway Ave,6314,35.96667,-78.85914,"2, 2A",0,NA
Roxboro Rd at Foushee St,6315,36.01658,-78.88992,4,0,NA
W Morgan St at Foster St (Downtown YMCA),6316,35.998204,-78.901495,4,0,NA
Pettigrew St at Mangum St (EB),6317,35.994004,-78.901578,"2A, 2B, 3, 3B, 3C, 8, 9, 9A, 9B",0,NA
Martin Luther King Jr Pkwy at Stratford Lakes Dr (WB),6319,35.941419,-78.912389,7,0,1
MLK Pkwy at Stratford Lake Dr,6320,35.941049,-78.912265,7,0,NA
Cornwallis Rd at Roxboro Rd,6322,35.96455,-78.91784,7,1,NA
Lakewood Ave at Fayetteville St,6330,35.986421,-78.899168,"5, 5K",0,NA
Erwin Rd at Trent Dr (WB),6331,36.008035,-78.934803,"6, 6B, BCC",0,1
American Dr at Constitution Dr,6333,36.016633,-78.966937,6,0,0
Chapel Dr at Duke University Rd (Alumni House),6334,35.9979148,-78.933508,"6, 6B, DRX, D C3",0,NA
Hillsborough Rd at Cole Mill Rd (CVS),6335,36.0221326,-78.953116,11,1,NA
Gregson St at Main St (Brightleaf Square),6336,35.9995663,-78.909754,"1, 1A, 1B, 11",0,1
Cornwallis Rd at Laurel Oaks Dr (SB),6337,35.9346544,-78.891561,"12, 12B",0,NA
NC 55 at Martin Luther King Jr Pkwy,6338,35.9319987,-78.888631,"12, 12B",0,NA
NC 55 at Odyssey Dr (out),6339,35.9283056,-78.889281,"12, 12B",0,NA
NC 55 at Carpenter Fletcher Rd (out),6340,35.9145571,-78.891884,"12, 12B",0,NA
Highway 98 at Joyland Ave,6343,35.989426,-78.854731,3C,0,NA
Holloway St at Herbert St (WB),6344,35.9917388,-78.864677,"3B, 3C, 23",0,0
Taylor St at Driver St (Holton Career Center),6345,35.988947,-78.879199,"2B, 23",1,1
Taylor St at Driver St (EB),6347,35.988829,-78.877644,"2B, 23",0,1
Holloway St at Durham Ridge Assisted Living,6348,35.9833961,-78.8297,"3B, 23",1,0
Mineral Springs Rd at Destrier Dr,6349,35.991105,-78.817519,"3B, 23",0,NA
Freeman Rd at Mineral Springs Rd,6350,35.994912,-78.815221,"3B, 23",0,NA
Ross Rd at Idlewood Rd,6351,35.992538,-78.848785,"3B, 23",0,NA
Carver St at Commons Blvd (EB),6366,36.041285,-78.895036,"9, 9A",0,1
Chapel Hill Rd at E Cornwallis Rd,6375,35.974099,-78.936789,"10, 10A, 10B",0,NA
Anderson St at Main St,6377,36.007677,-78.929325,BCC,0,NA
Main St at Swift Ave,6379,36.005919,-78.919933,BCC,0,0
Main St at Campus Dr (EB),6380,36.0033,-78.914666,BCC,1,1
Main St at West Village (EB),6381,35.9982965,-78.906512,BCC,0,1
E Main St at Roxboro St (EB),6382,35.993266,-78.897749,"2, BCC",0,1
E Main St at Morning Glory Ave (Golden Belt),6383,35.989592,-78.891093,BCC,1,1
Main St at West Village (WB),6386,35.998085,-78.90595,BCC,0,1
Main St at Gregson St (WB),6387,35.999935,-78.909003,"11, BCC",0,1
Main St at Campus Dr (WB),6389,36.00379,-78.91528,BCC,0,1
Main St at Iredell St,6390,36.006403,-78.920878,BCC,0,1
Erwin Rd at Anderson St (Westbound),6392,36.00706,-78.93043,BCC,0,NA
Holloway St at Hyde Park Ave (WB),6393,35.994507,-78.881001,"3, 3B, 3C",1,1
Capps St at Athens St (EB),6394,35.963236,-78.885675,8,0,0
Briggs Ave at Person St (SB 1),6395,35.969367,-78.8773,8,0,0
Briggs Ave at Person St (UniFirst Uniforms),6396,35.962986,-78.877357,8,0,1
Alston Ave at Riddle Rd (NB),6397,35.957049,-78.883391,8,0,0
Capps St at S Alston Ave,6398,35.962358,-78.887144,8,0,NA
Capps St at Bacon St,6399,35.96525,-78.883684,8,0,NA
W Club Blvd at Onslow St (Walltown Park),6424,36.017045,-78.914519,"1, 1A, 1B",1,1
Broad St at Hillcrest Dr,6426,36.023967,-78.917948,"1, 1A",0,NA
W Club Blvd at Onslow St (EB),6430,36.016904,-78.914418,"1, 1A, 1B",0,1
Hardee St at Benning St (Naples Terrace),6433,36.003308,-78.867023,3,1,1
Holloway St at Alma St,6435,35.994379,-78.87607,"3, 3B, 3C",0,NA
Fayetteville St at Umstead St,6439,35.982668,-78.898808,"5, 5K",0,1
Hillsborough Rd at Operations Dr (EB),6440,36.033563,-78.969258,"6B, 11",0,NA
Duke University Rd at Chapel Dr,6441,35.997635,-78.93254,"6, 6B, D C3",0,NA
Lakewood Ave at Roxboro St (Southside Lofts),6442,35.9874564,-78.901112,"5, 5K",0,NA
Cornwallis Rd at Campus Crossings (SB),6444,35.9443743,-78.900797,"12, 12B",0,NA
S Alston Ave at Capitola Dr (SB),6446,35.891477,-78.886676,"12, 14, RTP OD",0,NA
Cornwallis Rd at Laurel Oaks,6447,35.93505,-78.891641,"12, 12B",0,NA
Cornwallis Rd at Campus Crossings (NB),6448,35.94424,-78.900473,"12, 12B",0,NA
Ellis Rd at New Haven Dr,6450,35.9391957,-78.846375,"15, RTP OD",0,NA
Ellis Rd at Research Triangle Academy (EB),6451,35.938172,-78.85094,15,0,NA
Ellis Rd at Research Triangle Academy (WB),6452,35.938344,-78.850555,15,0,NA
Roxboro Rd at Ryan St (NB),6455,36.053445,-78.903186,"9, 9B",0,NA
Roxboro Rd at Riverside Square,6459,36.0739649,-78.909004,9B,0,NA
Milton Rd at Durham County Library,6463,36.087335,-78.913132,9B,0,NA
Roxboro Rd at Latta Rd,6464,36.078482,-78.910402,9B,0,NA
Roxboro Rd at Rippling Stream Rd,6465,36.070482,-78.908085,9B,0,NA
New Castle Rd at Stadium Dr (Strawberry Hill Apts),6466,36.050294,-78.920754,9A,0,NA
Lawson St at BRITE Science Complex,6470,35.976326,-78.904745,"7, 8",0,1
Herndon Rd at Fayetteville Rd,6472,35.905677,-78.93684,5,0,NA
Chapel Hill Rd at Valley Terrace (NB),6473,35.972362,-78.93754,"10, 10A, 10B",0,NA
Fayetteville Rd at Torrey Pine Ln,6474,35.917921,-78.930635,"5, 14",0,1
Fayetteville Rd at Geneva Dr (Southpoint Glen Apts),6475,35.919261,-78.929701,"5, 14, 0805",0,NA
Fayetteville Rd at Timothy Ave (WG Pearson Elementary),6476,35.957075,-78.90865,"5, 5K, 7",0,1
NC 98 at Little Wonders,6478,35.982391,-78.825472,"3B, 23",0,1
Holloway St at Ganyard Farm Way (Dollar General),6479,35.9843423,-78.833886,"3B, 23",1,1
Broad St at Forest Rd (SB),6484,36.024962,-78.917114,1A,0,1
Hardee St at Mimosa St (SB),6485,36.001442,-78.866822,"2B, 3, 23",0,0
Hardee St at Landon St (SB),6486,35.999863,-78.865405,"2B, 3, 23",0,0
Hardee St at Delano St (SB),6487,35.99722,-78.864613,"2B, 3, 23",0,0
Raynor St at Hardee St (WB),6488,35.995867,-78.865219,"2B, 3, 23",0,0
Raynor St at The Village (EB),6489,35.994215,-78.869617,"3, 3B, 3C",0,1
Holloway St at Elizabeth St (WB),6490,35.994603,-78.890416,"3, 3B, 3C",0,NA
E Main St at Elm St (EB),6491,35.988444,-78.889471,"2, 2A, 2B",0,1
North Pointe Dr at Red Roof Inn (Outbound),6492,36.030418,-78.923664,"1, 1A",0,NA
Willard St at Blackwell St (EB),6493,35.9913861,-78.905971,"5, 5K, 7, 10, 10A, 10B",0,NA
Blackwell St at Forest Hills Apts (NB),6494,35.988819,-78.906473,"5, 5K",1,1
Martin Luther King Jr Pkwy at Bay Point Dr,6495,35.942215,-78.918796,7,0,1
Milton Rd at Long Cresent Dr,6498,36.091955,-78.914271,9B,0,NA
Trent Dr at Erwin Rd (Clipp Research Bldg),6499,36.0068223,-78.934392,"6, 6B, D H5",0,1
MLK Pkwy at Fayetteville Rd (WB),6501,35.939808,-78.907484,"5K , 7",0,NA
Main St at Erwin Rd,6502,36.00648,-78.92242,"BCC, D H5",0,0
E Main St at Hood St (Durham Police Dept),6503,35.990518,-78.892972,"2, 2A, 2B, BCC",1,1
E Main St at Elizabeth St,6505,35.990614,-78.892867,"2, 2A, 2B, BCC",1,1
E Main St at Queen St (WB),6506,35.993207,-78.897352,"2, BCC",0,1
E Geer St at Faucette Ave (WB),6507,36.012116,-78.86558,3,0,NA
Buchanan Blvd at Urban Ave (NB),6510,36.008645,-78.912297,11,0,1
Buchanan Blvd at Urban Ave (SB),6515,36.008853,-78.912459,11,0,0
Ellis Rd at Miami Blvd (EB),6520,35.942398,-78.838773,15,0,NA
Roxboro Rd at Pacific Ave,6521,36.046059,-78.902897,"4, 9, 9A",0,NA
Carver St at Danube Ln,6523,36.045234,-78.889708,9B,0,NA
Ben Franklin Blvd at Danube Ln (WB),6524,36.04796,-78.888989,9B,0,1
Dowd St at Mangum St,6527,36.0003191,-78.8959,"9, 9A, 9B",1,NA
Junction Rd at Ross Rd,6530,35.992522,-78.856781,"3B, 23",0,NA
Pettigrew St at Roxboro St (WB),6531,35.992954,-78.899523,"2A, 2B, 3, 3B, 3C, 8",0,NA
TW Alexander Dr at Roche Dr (Implus),6532,35.918901,-78.823652,"15, RTP OD",0,1
Mangum St at Ramseur St,6533,35.994536,-78.901181,"9, 9A, 9B",1,1
Ben Franklin Blvd at Medical Park Dr (Voyager Academy),6536,36.047566,-78.893889,9B,0,1
W Enterprise St at E Forest Hills Blvd (ATT),6538,35.9836734,-78.909319,7,0,1
Carver St at Hillandale Rd,6541,36.037238,-78.936703,1,0,1
Lednum St at Leon St,6543,36.0270032,-78.90973,1A,0,NA
Leon St at N Buchanan Blvd (WB),6544,36.025586,-78.911295,1A,0,1
Morreene Rd at Campus Walk Ave (NB),6545,36.008762,-78.954635,"6, 6B, D LL",0,NA
American Dr at Hillgrand Dr (WB),6546,36.015459,-78.962606,6,0,0
American Dr at Hillgrand Dr (EB),6547,36.015324,-78.962568,6,0,0
Morreene Rd at American Dr (SB),6548,36.013095,-78.956523,"6, 6B",0,0
Morreene Rd at Campus Walk Ave (SB),6549,36.009157,-78.954751,"6, 6B",0,NA
Morreene Rd at Sherwood Dr,6550,36.006584,-78.954799,"6, 6B",0,NA
Morreene Rd at Glasson St (SB),6551,36.005412,-78.954752,"6, 6B",0,1
Morreene Rd at Erwin Rd,6552,36.0037163,-78.952824,"6, 6B",0,NA
Morreene Rd at Tremont Dr (WB),6554,36.018082,-78.95777,6B,0,NA
Neal Rd at Bennett Memorial Rd,6555,36.02942,-78.973334,6B,0,NA
Neal Rd at Bennett Memorial Rd (Triangle Day School),6557,36.0288964,-78.973275,6B,0,NA
Morreene Rd at Tremont Dr (EB),6558,36.018111,-78.957885,6B,0,NA
Neal Rd at Hillsborough Rd,6559,36.0323227,-78.973551,"6B, 11",0,NA
W Murray Ave at Broad St,6562,36.028975,-78.911807,1A,0,NA
NC 751 at Southpoint Autopark Dr (Sheetz),6563,35.907411,-78.960493,14,0,1
Leon St at Haverford St (WB),6564,36.025574,-78.9133,1A,0,NA
Angier Ave at Vine St (EB),6565,35.983261,-78.88106,"2, 2A, 2B",0,NA
Page Rd at Foxridge Crescent,6566,35.929722,-78.814172,"2, 2A",0,NA
Guthrie Ave at Main St,6567,35.985709,-78.87608,2B,0,NA
Miami Blvd at Raynor St,6568,35.99431,-78.870582,"2B, 23",0,NA
Cheek Rd at Andover Dr,6569,36.004663,-78.868752,"2B, 23",0,NA
Main St at Guthrie Ave,6570,35.985825,-78.876276,"2B, 23",0,NA
Guthrie Ave at Angier Ave,6571,35.981641,-78.876153,2B,0,1
Liberty St at Elizabeth St (EB),6572,35.992955,-78.891777,"3, 3B, 3C",0,NA
Hardee St at Cheek Rd (NB),6573,36.004669,-78.86686,3,0,0
Liberty St at Elizabeth St (WB),6574,35.993047,-78.891945,"3, 3B, 3C",0,NA
Angier Ave at Bingham St (EB),6575,35.9794449,-78.872427,"2, 2A",0,NA
Fayetteville St at Riddle Rd (SB),6576,35.950458,-78.904077,"5, 5K, 7",0,NA
NC 751 at Southpoint Autopark Dr,6577,35.908967,-78.960339,"5, 14",0,NA
NC 751 at NC 54 (NB),6578,35.917406,-78.961259,"5, 14",0,NA
Hope Valley Commons Park-and-Ride,6579,35.919043,-78.959804,"5, 14, 20",0,NA
NC 55 at Meredith Dr (SB),6580,35.899714,-78.896512,"14, RTP OD",0,NA
NC 55 at Allendown Dr (SB),6581,35.897584,-78.897057,"14, RTP OD",0,NA
NC 55 at Crossland Hotel (SB),6582,35.896328,-78.897209,"14, RTP OD",0,NA
NC 55 at Sedwick Dr (Greenwood Commons),6583,35.890444,-78.896371,"14, RTP OD",0,NA
S Alston Ave at Falls Pointe Apts (NB),6584,35.884425,-78.885701,"14, RTP OD",0,0
S Alston Ave at Duke Health (NB),6585,35.887872,-78.884827,"14, RTP OD",0,NA
S Alston Ave at Capitola Dr (NB),6586,35.891605,-78.886506,"14, RTP OD",0,NA
S Alston Ave at Triangle Dr,6587,35.895733,-78.888837,"12B, 14, RTP OD",0,NA
S Alston Ave at Kestrel Heights School (NB),6588,35.898591,-78.888912,"12B, 14, RTP OD",0,NA
NC 751 at NC 54 (SB),6589,35.917645,-78.961602,14,0,NA
MLK Pkwy at Cook Rd,6590,35.9465,-78.922034,7,1,NA
S Roxboro St at Kroger,6591,35.949189,-78.922821,7,1,NA
MLK Pkwy at Cook Rd,6592,35.947241,-78.923393,7,0,NA
S Roxboro St at Chestnut St (SB),6593,35.9856024,-78.902793,8,0,NA
Alston Ave at Chenault Dr,6594,35.959272,-78.884819,8,0,0
Alston Ave at Riddle Rd (SB),6595,35.956898,-78.883489,8,0,0
Lawson Ave at NCCU Track (WB),6597,35.975917,-78.895638,8,0,NA
Lawson Ave at Fayetteville St,6598,35.976496,-78.9003,8,0,NA
Lawson Ave at Concord St (WB),6599,35.976459,-78.903385,8,0,1
Roxboro Rd at Dillard St,6600,35.991461,-78.900016,8,0,NA
New Castle Rd at Stadium Dr (WB),6601,36.05058,-78.919955,"9, 9A",0,NA
New Castle Rd at Foxfire Apartments (NB),6602,36.050248,-78.923365,"9, 9A",0,NA
New Castle Rd at Wyldewood Rd (NB),6603,36.051544,-78.923509,"9, 9A",0,NA
Stadium Dr at Wyldewood Rd (NB),6604,36.053475,-78.919532,"9, 9A",0,NA
Horton Rd at Delbert Ave (WB),6605,36.057551,-78.924872,9A,0,NA
Guess Rd at Horton Rd (Cross Creek Shopping Center),6606,36.058349,-78.92896,9A,0,NA
Rose of Sharon at Riverside High School,6607,36.062281,-78.94431,9A,0,NA
Horton Rd at Guess Rd (Rite-Aid),6608,36.057407,-78.927739,9A,0,1
Horton Rd at Delbert Ave (EB),6609,36.057416,-78.924842,9A,0,NA
Stadium Dr at Horton Rd,6610,36.055213,-78.9195,9A,0,NA
Ben Franklin Blvd at Medical Park Dr (WB),6611,36.047275,-78.895773,9B,0,1
Pacific Ave at Capital St,6612,36.046661,-78.898592,9B,0,NA
Roxboro Rd at Fairfield Rd (NB),6613,36.048652,-78.903264,9B,0,NA
Roxboro Rd at Denfield Rd,6614,36.050798,-78.903468,9B,0,NA
Milton Rd at Post Office,6615,36.089576,-78.913768,9B,0,NA
Roxboro Rd at Ryan St (SB),6616,36.053843,-78.90335,"9, 9B",0,NA
Stadium Dr at Wyldewood Rd (SB),6617,36.052875,-78.919698,9,0,NA
Morehead Ave at Duke St (WB),6618,35.991603,-78.90854,"10, 10A, 10B",1,1
Cornwallis Rd at Rogers Herr School,6619,35.97422,-78.935676,"10, 10A",0,NA
Garrett Rd at Durham-Chapel Hill Blvd (Goodwill),6620,35.958347,-78.974535,"10, 10A",0,1
Garrett Rd at Glenbrook West Apartments,6621,35.9525233,-78.97144,"10, 10A",1,1
Morehead Ave at Duke St (EB),6622,35.9913495,-78.908139,"10, 10A, 10B",0,1
Pacific Ave at Roxboro Rd,6624,36.046149,-78.901773,9B,0,NA
NC 55 at Service Station,6627,35.9121716,-78.892364,"12, 12B",0,NA
Alston Ave at Dayton St (NB),6628,35.97355,-78.893831,"12, 12B",0,NA
TW Alexander Dr at Page Rd (EB),6629,35.919018,-78.810352,"15, RTP OD",0,NA
TW Alexander at WakeMed (WB),6630,35.918865,-78.783619,15,0,NA
TW Alexander Dr at Page Rd (WB),6631,35.919395,-78.811042,"15, RTP OD",0,NA
S Roxboro St at Chestnut St (NB),6632,35.986956,-78.902653,8,0,NA
Neal Rd at Bishopstone Dr,6633,36.0268317,-78.965132,6B,0,NA
Neal Rd at Wildberry Ln (McMannen UMC),6634,36.0268322,-78.963069,6B,0,NA
Geer St at Faucette Ave,6635,36.012037,-78.865488,3,0,NA
Fayetteville Rd at MLK Pkwy (SB),6637,35.941599,-78.906351,"5, 5K, 7",0,NA
Fayetteville Rd at MLK Pkwy (NB),6638,35.941304,-78.905965,"5, 7",0,NA
Garrett Rd at Carillon Assisted Living Center,6643,35.9544477,-78.972491,"10, 10A",0,NA
Garrett Rd at Yates Baptist Association,6644,35.954134,-78.972551,"10, 10A",0,NA
Ellis Rd at Miami Blvd (WB),6645,35.942709,-78.8393,15,0,NA
Stratford Lakes Dr at Fayetteville Rd,6646,35.942775,-78.908427,5K,0,1
LaSalle St at Kangaroo St (The Heights Apts),6647,36.0126271,-78.948254,"11, D LL",0,NA
Wedgedale Ave at Manson Pl,6648,35.983262,-78.843685,"3C, 23",0,NA
MLK Pkwy at Lakeside Gardens,6649,35.9433901,-78.920001,7,1,NA
Roxboro Rd at Frasier St,6650,36.04258,-78.9007,"4, 9, 9A",1,NA
Roxboro Rd at Faith Community Church,6652,36.065788,-78.905836,"9, 9B",0,NA
Morreene Rd at Glasson St (NB),6657,36.005668,-78.954668,6B,0,1
E Main St at Angier Ave,6658,35.989672,-78.891537,"2, 2A, 2B",0,1
Taylor St at Gary St (EB),6659,35.988566,-78.872156,"2B, 23",0,NA
Taylor St at Gary St (WB),6660,35.988696,-78.872383,"2B, 23",0,NA
Dillard St at E Main St (County Public Health),6661,35.9916377,-78.89627,"2A, 2B, 3, 3B, 3C",0,1
Operations Dr at Western Park Pl,6662,36.033041,-78.969131,6B,0,NA
Fayetteville Rd at Hillside High School,6663,35.9515327,-78.904549,"5, 5K, 7",0,NA
TW Alexander at Fun Park Dr (Inbound),6664,35.918285,-78.796504,15,0,NA
TW Alexander Dr at Center Point (WB),6665,35.922153,-78.833104,"15, RTP OD",0,NA
Research Dr at Circuit Dr,6670,36.00656,-78.941307,BCC,0,NA
Main St at Chapel Hill St (EB),6671,35.996508,-78.903376,BCC,0,1
Main St at Chapel Hill St (WB),6672,35.9974439,-78.904852,BCC,0,1
Main St at 9th St (WB),6673,36.00668,-78.92383,BCC,0,NA
Main St at Rutherford St,6674,36.007204,-78.926381,BCC,0,NA
Research Dr at Erwin Rd,6675,36.008053,-78.942535,BCC,0,NA
Guess Rd at Victory Blvd,6676,36.06131,-78.92903,9A,0,NA
Angier Ave at East End Ave,6677,35.97419,-78.86827,"2, 2A",0,NA
Angier Ave at Midway Ave,6678,35.96698,-78.85955,"2, 2A",0,NA
Pleasant Dr at Angier Ave,6679,35.963711,-78.856163,"2, 2A",0,NA
Great Jones St at Main St (Museum of Durham History),6680,35.9978305,-78.905309,4,0,1
SW Durham Dr at Durham-Chapel Hill Blvd,6681,35.9536015,-78.990104,"10, 10A",0,1
North Pointe Dr at Woodmont Dr (EB),6684,36.030337,-78.926126,1A,0,NA
US 70 at Peyton Ave (Family Dollar),6685,35.952251,-78.839188,"2, 2A",0,NA
Ivey Wood Ln at Springwood Park Apts,6686,35.971231,-78.847688,3C,0,NA
Cameron Blvd at Science Dr,6687,35.99479,-78.94658,20,0,NA
Little Brier Creek Ln at TW Alexander Dr,6688,35.915749,-78.790733,15,0,NA
Brier Creek Pkwy at Skyland Ridge Pkwy,6689,35.9139799,-78.780543,"15, GOR 70X",0,NA
Madden Ave at Roxboro Rd,6691,36.101322,-78.910826,9B,0,NA
W Enterprise St at E Forest Hills Blvd (EB),6693,35.9835981,-78.909237,7,0,NA
West Campus Chapel,12018,36.0009589,-78.938264,"RSX, D C1, D C2, D C4, D CCX, D CSW, D SWX",NA,NA
Research Dr at Erwin Rd (Eye Center Garage),12042,36.0079738,-78.942294,"BCC, D H5, D H6",NA,NA